,logg,Teff,Z,aLSM,bLSM
373,3.5,9250,-3.5,0.34366419615903454,0.3400482922319969
374,4.0,9250,-3.5,0.35279756398108103,0.3349803588985462
375,4.5,9250,-3.5,0.3603455994687139,0.327499991673015
376,5.0,9250,-3.5,0.3047575806730535,0.36806216493218225
377,3.5,9500,-3.5,0.34366419615903454,0.3400482922319969
378,4.0,9500,-3.5,0.35279756398108103,0.3349803588985462
379,4.5,9500,-3.5,0.3603455994687139,0.327499991673015
380,5.0,9500,-3.5,0.3047575806730535,0.36806216493218225
381,3.5,9750,-3.5,0.34366419615903454,0.3400482922319969
382,4.0,9750,-3.5,0.35279756398108103,0.3349803588985462
383,4.5,9750,-3.5,0.3603455994687139,0.327499991673015
384,5.0,9750,-3.5,0.3047575806730535,0.36806216493218225
385,3.5,10000,-3.5,0.34366419615903454,0.3400482922319969
386,4.0,10000,-3.5,0.35279756398108103,0.3349803588985462
387,4.5,10000,-3.5,0.3603455994687139,0.327499991673015
388,5.0,10000,-3.5,0.3047575806730535,0.36806216493218225
389,3.5,3500,-3.0,0.40357618847450033,0.30533310013844306
390,4.0,3500,-3.0,0.4168360744452716,0.3244043148532065
391,3.5,3750,-3.0,0.34786533506362377,0.33351980104728607
392,4.0,3750,-3.0,0.33873488371746585,0.3568751717798703
393,4.5,3750,-3.0,0.35185625126716413,0.3631373428942857
394,5.0,3750,-3.0,0.39754132804177644,0.341868451455149
395,3.5,4000,-3.0,0.32930503745893946,0.35101505988797393
396,4.0,4000,-3.0,0.2802881974984067,0.38672529365506747
397,4.5,4000,-3.0,0.2722539113612868,0.3934308565081619
398,5.0,4000,-3.0,0.2855121044683554,0.38795246338807465
399,3.5,4250,-3.0,0.34655890458326705,0.3424870177411963
400,4.0,4250,-3.0,0.25879477183327093,0.3971756432362733
401,4.5,4250,-3.0,0.22902053778765688,0.41395935902356407
402,5.0,4250,-3.0,0.2308729303080017,0.41893519640543686
403,3.5,4500,-3.0,0.4466967662161621,0.2599572734768762
